Smiles_from_MOE,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
S=P(SCSCC)(OCC)OCC,37.589481,0,0,1,2,2,0,0,0,30,0,2,13,8,51.313477,1.7104492,0,0,7,0,0,17,0,0,2,1,3,3.7641785,-2.4898477,-0.087542966,0.056209732,2.5177183,-2.4076321,0.080826133,0.18898603,2.7859926,-2.2043035,0.1057,0.36595711,2.9071567,31.036518,8,0.66666669,0,29,0,12,10,8,0.66666669,29,0,10.156855,11.660799,5.8284273,5.8284273,6.1819806,9.6785269,2.1213202,2.1213202,0,0,0.86620009,8,0,-0.76305836,-0.30223545,-0.10379027,2.2281418,-0.80775052,-0.083226137,0.02739862,2.4297712,-0.51723373,-0.054299999,0.21334741,2.5702147,6.0996695,5.1922121,5.1922121,1.9307334,1.930735,-2.9860828,1.2698967,0,6.5644636,4.9491523e-006,14,12.305467,1.0000654,2.9505172e-006,13,7.4081631,6.1224489,20.605972,12.191798,10.394135,19.324913,2,0,1,0,3.464,-3.64747,6.7856145,0,1,0,1,0,8,0,3.438,-3.437,1.2496926,-1.2496926,0.20599186,0.38990599,46.919247,89.532936,0,0,0,12.467347,0,48.172729,18.747677,19.760618,0,9.3319435,0,33.008488,0.80280787,0.46420452,0.15233605,0.19719215,0.53579551,0.044856094,223.13321,129.02145,42.340431,54.807777,148.91953,12.467347,0.5,1,3.438,-3.437,0.42699245,0.1969741,0.40689042,0.50272787,0.50272787,0.59310961,0.49727213,0.090381719,113.09152,139.72867,139.72867,164.84946,138.21231,25.120783,4,0,0,0.42699245,0.1969741,0.92307693,3.7277,0,0,56.537235,74.684807,0,0,0,0,0,169.65427,6.8129001,13.843261,0,0,0,0,0,74.684807,212.34824,50.549999,0.5894835,4.5849624,2.8219697,7.0816083,277.94098,300.60376,9.3319435,0,0,0,189.64809,66.860428,9.3319435,260.383,280,14,52
Brc1cc(Cl)c(OP(SCCC)(=O)OCC)cc1,43.527897,0,0,2,3,3,0,6,0,33,0,3,18,13,65.053009,1.9713033,0,1,11,1,0,15,0,0,3,1,1,2.5423126,-2.5099597,-0.537292,0.46655652,2.5440211,-2.4329135,-0.31759393,0.75329351,2.7424161,-2.248709,-0.17856626,0.7999751,2.8699684,30.378105,7,0.3888889,6,33,0,18,9,7,0.3888889,27,0,13.596012,14.242356,7.3533711,7.9746914,8.5041494,9.8463345,3.6522474,4.3805399,1,1,0.99501187,10,0,-0.7743634,-0.38078013,-0.064393587,2.3283031,-1.2936081,-0.20513231,0.23626956,2.5333924,-0.52015656,-0.11497001,0.28176841,2.6414309,4.6177411,4.9401999,4.9401999,4.57303,4.57303,-5.1510196,1.316067,3.561707,8.0631847,0,14,14,1,0,16.055555,7.5555553,5.2674899,20.596449,9.8351803,6.930871,11.253877,3,0,1,0,4.7800002,-5.0981302,8.4290466,0,1,6,1,1,7,1,3.46,-3.461,1.2027841,-1.2027841,0.29358742,0.26067346,79.065506,47.159019,0,0,0,0,15.590208,45.466026,110.70215,0,0,15.729136,4.6659718,4.6659718,0.87416178,0.56100488,0.077577919,0.12583825,0.43899512,0.048260324,282.3927,181.22926,25.061081,40.651287,141.81473,15.590208,0.5,1,3.46,-3.461,0.43063584,0.20225368,0.69189572,0.62720203,0.25984395,0.30810428,0.37279797,0.048260324,223.51276,202.61385,83.941032,99.531235,120.43014,15.590208,5,0,1,0.43063584,0.20225368,0.3888889,4.6989002,29.355396,0,6.9216304,38.159824,0,3.0551045,3.5006065,52.929554,18.868406,198.22258,8.1076002,29.355396,6.9216304,3.0551045,8.7440348,0,71.797958,38.159824,192.97916,35.529999,0.50325835,5.1699252,3.045084,8.0515223,323.04398,375.50809,25.061081,0,0,0,250.33118,36.9748,25.061081,373.63501,633,24,84
S=P(OC)(Oc1c(C(=O)OC(C)C)cccc1)N,40.866688,1,0,0,1,3,0,6,0,34,1,4,18,10,62.919991,1.850588,0,0,11,0,0,16,0,1,4,1,1,2.6283658,-2.4974043,-0.51134652,0.5426271,2.4897065,-2.4952724,-0.4146938,0.63932842,2.5811317,-2.2700248,-0.32417202,0.70446676,2.7721465,29.877312,5,0.27777779,6,34,1,18,5,6,0.33333334,27,0,13.759149,12.163481,7.3867512,8.1378279,8.3541727,8.0015831,3.2320509,4.1378636,1,1,0.8306855,9,0,-0.76963693,-0.40772828,0.015346533,2.3500812,-1.3202115,-0.22337094,0.13308799,2.4576254,-0.52188838,-0.1788383,0.16270466,2.6306322,7.047184,9.8090019,5.7827749,1.8311285,1.8311596,-3.1537979,1.2758623,4.4083638,7.5144444,7.1717921e-005,14,11.144341,1.0007665,4.2757227e-005,16.055555,6.9632001,5.2674899,15.955977,6.9173713,5.2313457,6.1318569,5,2,1,0,2.279,-3.6888101,7.5538607,0,1,6,1,1,5,0,4.6500001,-4.6500001,1.9339875,-1.9339875,0.1534346,0.24653955,25.592316,66.234215,8.458519,17.238026,0,28.878563,0,62.005161,24.509808,0,13.382371,4.6659718,13.566921,35.512245,0.72462815,0.5120663,0.17912412,0.27537182,0.4879337,0.096247718,217.42041,153.64247,53.745136,82.623695,146.40164,28.878563,0.44444445,0.80000001,4.6500001,-4.6500001,0.31999999,0.21247312,0.49760905,0.5120663,0.34869161,0.50239098,0.4879337,0.15369935,149.30467,153.64247,104.62286,150.73946,146.40164,46.116589,5,0,1,0.31999999,0.21247312,0.77777779,2.4602001,35.898586,7.7454643,67.084145,0,27.047791,35.383869,0,70.572739,0,82.266945,7.3102899,41.783733,6.9216304,0,14.897653,28.976957,70.572739,7.7454643,155.10136,102.87,0.50325835,5.1699252,2.9659858,8.0613403,300.04413,348.25696,22.898865,0,0,19.80777,176.83488,64.390808,42.706635,289.29199,615,24,86
S(P(=O)(OC)OC)CC(=O)NC,27.639517,0,0,1,2,4,0,0,0,24,1,5,12,4,47.409908,1.9754128,0,0,5,0,0,12,0,1,4,1,1,3.7295313,-2.4112954,-0.2173693,0.047401417,2.4966171,-2.5952313,-0.18770441,0.18863302,2.7049949,-2.1071882,0.08459644,0.21315169,2.8374162,27.006483,5,0.45454547,0,23,1,11,6,6,0.54545456,22,0,9.6128845,8.9064856,4.2071066,4.2844572,5.5758276,6.276535,0.35355338,0.40824831,0,0,0.91477323,7,0,-0.84271729,-0.402493,-0.11259858,2.114285,-1.2921978,-0.28033203,-0.019646935,2.210104,-0.48716274,-0.1331556,0.017109895,2.4103029,6.4224243,9.5233145,7.3274169,-0.019138906,-0.019138906,-1.1798352,1.320781,1.0138003,5.0116625,0,14,14,1,0,12,5.6122451,4.5918369,13.920919,6.6026773,5.4617391,7.6596117,5,1,1,0,-0.46799999,-0.88775003,5.0528274,0,1,0,1,0,5,0,3.5799999,-3.5799999,1.4672037,-1.4672037,0.23711289,0.24413022,111.62247,29.915365,10.677375,8.6190128,12.949531,0,15.590208,0,0,0,0,15.729136,13.566921,9.4688349,0.70498395,0.16991797,0.16991797,0.29501608,0.83008206,0.12509811,160.83423,38.764893,38.764893,67.304634,189.37398,28.53974,0.42857143,0.75,3.5799999,-3.5799999,0.41620111,0.20391062,0.57346928,0.26365295,0.26365295,0.42653075,0.73634702,0.16287778,130.83063,60.149487,60.149487,97.308235,167.98938,37.158752,4,0,0,0.41620111,0.20391062,0.58333331,-0.20370001,40.444515,5.2587838,37.705479,17.233564,0,103.66492,0,0,0,41.224384,4.7463698,60.13924,0,18.01075,0,0,0,22.492348,144.88931,64.629997,0.61674827,4.4594316,2.6600029,6.8465028,228.13885,233.05667,38.628002,0,0,5.6825762,123.00088,49.924332,44.310577,213.194,218,14,50
O=C(N)C=1C(=O)[C@@H](N(C)C)[C@@H]2[C@@H](O)[C@@H]3[C@@](O)(C)c4c(c(O)ccc4)C(O)=C3C(=O)[C@]2(O)C=1O,64.141029,0,0,3,4,10,0,6,0,57,9,19,33,19,93.798813,1.6455932,0,0,22,0,0,24,0,2,9,0,0,1.8789494,-2.7777152,-0.58359087,0.59771776,2.8656681,-2.9095309,-0.57825494,0.55167925,2.7928343,-2.5553837,-0.40439647,0.75154352,3.0815251,30.430967,2,0.055555556,6,60,5,36,4,2,0.055555556,49,0,24.781574,17.974043,13.041451,14.204225,15.200042,10.078624,6.6487174,8.0932055,6,0,0.83188444,11,0,-0.84906715,-0.45655277,0.087209389,3.1568925,-1.370523,-0.42686608,0.058831699,3.1241124,-0.52401429,-0.23596361,0.21062371,3.3915083,12.842884,21.624023,5.1702309,-0.41989943,-0.31847468,-2.7301905,0,8.462985,11.549415,-0.9073987,6.2575898,8.900094,2.7919121,10.410398,26.074074,8.542222,3.4026465,20.749388,6.7463961,2.6725004,4.2419271,11,8,0,2,-1.457,-2.1870999,11.053977,0,1,21,0,4,2,3,8.0459995,-8.0450001,3.9411058,-3.9411058,0.064759962,0.099113747,51.336327,46.294857,10.667059,25.696545,70.403557,12.949531,0,79.688499,24.509808,0,0,0,40.700764,53.256359,0.573264,0.47690457,0.22612846,0.42673597,0.52309543,0.20060752,238.1931,198.15543,93.957123,177.31021,217.34787,83.353088,0.45454547,0.83333331,8.0459995,-8.0450001,0.076559782,0.10068365,0.45872778,0.39071918,0.27124888,0.54127222,0.60928082,0.27002335,190.60291,162.34511,112.7048,224.90039,253.15819,112.19559,6,0,4,0.076559782,0.10068365,0.15151516,-1.0887001,134.4381,19.75832,82.03727,50.770454,15.192742,77.408951,0,58.172981,0,38.569443,11.16182,71.586647,104.66522,59.592045,33.679775,38.140617,52.929554,16.634007,99.120392,201.85001,0.3512581,6.1699252,3.1709101,9.8665142,415.5033,553.48914,13.566921,0,0,17.742489,198.41772,29.86657,139.84477,460.439,2494,80,192
O=C(C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1,58.567791,0,0,2,2,2,0,0,0,53,0,2,23,19,62.134399,1.1723472,0,0,21,0,0,30,0,0,2,0,0,1.6046898,-2.9464083,-0.45681959,0.37370405,2.9574139,-2.859689,-0.3686547,0.36378917,3.044574,-2.6887047,-0.27974507,0.56023306,3.2145581,34.712212,1,0.03846154,0,56,3,26,4,1,0.03846154,53,0,16.405413,14.860102,14.043606,14.405413,10.859844,9.6041727,9.1959238,9.7051439,6,0,0.67225772,11,0,-0.80097115,-0.36913443,-0.032959275,3.3076453,-0.83317399,-0.27639511,-0.0082893409,3.3987746,-0.53930503,-0.20398594,0.10744331,3.5366108,3.3429918,5.6724696,5.6724696,5.4173255,5.4173255,-4.9732099,0,2.3010676,9.192277,0,14,14,1,0,16.467455,5.5,2.2892821,14.636623,4.8609967,2.0146773,3.0934165,2,0,1,0,3.3010001,-6.0156002,9.1784983,0,1,20,1,4,1,1,3.5510001,-3.5510001,1.2104207,-1.2104207,0.12896219,0.2456916,132.39751,4.2653861,8.458519,8.458519,0,0,0,91.911774,39.703896,0,0,0,27.133842,0,0.91312426,0.50827587,0.086875707,0.086875707,0.49172416,0,285.19559,158.74951,27.133842,27.133842,153.57993,0,0.45454547,0.83333331,3.5510001,-3.5510001,0.13939735,0.16051817,0.73183835,0.53613526,0.21399756,0.26816162,0.46386474,0.054164086,228.57466,167.45082,66.837738,83.754776,144.87862,16.917038,6,1,4,0.13939735,0.16051817,0,4.7234998,0,11.375222,47.724434,0,17.643185,3.185575,0,17.643185,150.94725,99.978043,9.0881004,47.724434,0,17.643185,3.185575,0,168.59042,11.375222,99.978043,34.139999,0.46357921,5.7004399,3.095582,8.7654266,312.32944,467.78043,27.133842,0,0,0,241.54449,16.917038,27.133842,314.46899,1052,48,136
O=C(O[C@@H]1C(C)=C[C@@H]2[C@@](COC(=O)C)([C@@]3(C)[C@H](OC(=O)C)[C@@H](O)[C@H]([C@@]43OC4)O2)C1)CC(C)C,72.12896,0,0,2,3,6,0,0,0,67,1,7,33,21,94.885811,1.4162061,0,0,24,0,0,34,0,0,9,0,0,1.7431308,-2.8239501,-0.33902761,0.24188155,3.0491803,-2.8878374,-0.26273179,0.297263,2.935077,-2.6046691,-0.14612445,0.39409354,3.2521126,49.623039,6,0.16666667,0,70,4,36,4,9,0.25,66,0,24.34457,20.083078,16.369879,16.809036,15.375371,11.536014,8.3287859,8.8546782,8,0,0.77229857,12,0,-0.78830594,-0.39688164,-0.10101991,3.3106332,-0.94720078,-0.30436903,-0.037,3.2716808,-0.53328866,-0.18091244,-0.010817816,3.5176795,10.904347,14.720371,13.228492,1.1933637,1.1933637,-3.5283463,0,3.5575063,11.814986,0,14,14,1,0,26.074074,9.1414986,3.8939967,23.366669,8.1631174,3.4682307,5.7801471,9,1,1,0,1.765,-3.7009699,11.617596,1,1,17,0,4,6,2,6.7129998,-6.7129998,3.2075956,-3.2075956,0.081980124,0.12049923,144.30055,82.366302,14.714787,0,10.324173,44.125496,0,29.65753,68.49794,0,0,0,40.700764,20.286322,0.74627829,0.34978396,0.13404524,0.25372174,0.65021604,0.11967648,339.53711,159.14255,60.987083,115.43675,295.8313,54.449669,0.5,1,6.7129998,-6.7129998,0.098167732,0.10129599,0.55852842,0.4841828,0.28945303,0.44147155,0.51581722,0.15201853,254.11584,220.29051,131.69356,200.85802,234.68335,69.164459,6,1,4,0.098167732,0.10129599,0,1.6927,25.385227,23.236393,158.92934,41.852516,4.4107962,3.185575,0,17.643185,37.736813,199.95609,11.37868,126.58609,25.385227,4.4107962,35.52882,0,55.379993,65.088913,199.95609,120.89,0.3512581,6.1699252,3.3462949,9.8522768,454.97385,604.07593,45.708275,0,0,0,314.70282,51.636765,59.275196,466.52698,2739,68,188
Clc1cc([C@H](O)c2ccccc2)c(NC(=O)c2ccncc2)cc1,49.425896,0,0,2,3,3,0,18,0,39,2,5,24,19,62.816704,1.6106848,0,0,19,1,0,15,0,2,2,0,0,1.6039101,-2.3932488,-0.65471506,0.70588815,2.3826375,-2.3298721,-0.55460936,0.80591482,2.5248706,-2.0949295,-0.49986199,0.86608988,2.6849244,19.756105,4,0.15384616,18,41,1,26,3,5,0.1923077,22,0,16.940947,13.442122,10.505553,12.526733,11.647867,7.7657523,5.7200847,8.0993195,1,0,0.7690345,12,0,-0.80761641,-0.40400374,0.10621714,2.4941492,-0.99324995,-0.28560451,0.16868286,2.6298363,-0.48696604,-0.22267908,0.23451756,2.7971845,5.448698,8.8452873,4.8980694,4.4038239,4.4059787,-5.2841878,0,10.815636,9.476264,0.0050287312,14,9.2963524,1.0321367,0.0030055156,18.781065,9.087347,5.0192595,13.570871,6.4658842,3.5318158,3.6561534,4,2,1,0,3.641,-4.3699398,9.5819969,0,1,18,1,3,4,0,4.381,-4.382,1.8051069,-1.8051069,0.14205334,0.21187662,49.128208,55.45002,4.9049287,8.6190128,10.324173,12.949531,0,63.483059,90.856468,0,0,0,19.249496,7.9044313,0.84381413,0.56212664,0.084101915,0.15618588,0.43787333,0.072083972,272.44168,181.49345,27.153929,50.427631,141.37587,23.273705,0.5,1,4.381,-4.382,0.12417256,0.15518029,0.80192739,0.56896698,0.084101915,0.19807263,0.43103299,0.1139707,258.91776,183.702,27.153929,63.951572,139.16733,36.797646,6,0,3,0.12417256,0.15518029,0.125,4.1645002,25.385227,40.055065,0,0,33.418941,0,3.5006065,210.86055,6.4686494,41.905392,9.4257002,23.862217,42.170757,0,19.52598,20.767498,210.86055,5.2587838,39.148643,62.220001,0.43739632,5.7004399,3.3207924,8.891614,322.86932,440.54459,19.249496,0,0,5.6825762,254.56934,12.949531,38.498993,338.79401,1358,36,122
Clc1ccc(CCC(O)(C(C)(C)C)Cn2ncnc2)cc1,49.111446,0,0,2,3,3,0,11,0,43,1,4,21,15,66.467003,1.5457442,0,0,16,1,0,22,0,3,1,0,0,1.8960912,-2.776202,-0.43188724,0.47560319,2.7658255,-2.7613192,-0.38338223,0.35897034,2.8018188,-2.5392137,-0.23915787,0.7344113,2.9997814,27.770554,5,0.22727273,11,44,0,22,6,6,0.27272728,33,0,15.510225,13.50817,10.585422,11.518661,9.8004436,7.4716043,5.1320271,5.9983482,1,1,0.73337334,11,0,-0.82317692,-0.36683559,-0.030214153,2.7917624,-0.89638603,-0.27071851,-0.037,2.8566008,-0.53274387,-0.1768183,0.19201162,3.0222828,5.7306952,6.2431455,5.0080957,3.3680549,3.3682482,-4.067697,0,5.6876283,8.5953846,0.00046672852,14,10.330733,1.0040684,0.00027831204,17.355371,7.0507813,4.7333822,14.700428,5.9195466,3.9470186,4.1438031,4,1,1,0,2.8870001,-3.3728001,8.6544161,0,1,11,1,2,6,0,3.77,-3.77,1.5701002,-1.5701002,0.13391571,0.24598241,59.969765,38.784641,51.004627,0,10.324173,0,0,44.120975,110.33479,0,9.4210396,5.6825762,0,7.7675405,0.92953891,0.52555305,0.039862812,0.070461102,0.47444695,0.03059829,313.63583,177.32692,13.450116,23.774288,160.08321,10.324173,0.45454547,0.83333331,3.77,-3.77,0.1061008,0.18753316,0.67198586,0.52555305,0.23447485,0.32801414,0.47444695,0.093539283,226.73483,177.32692,79.114189,110.67529,160.08321,31.5611,6,0,2,0.1061008,0.18753316,0.47619048,3.6078701,25.385227,35.225109,0,0,3.185575,18.868406,3.5006065,104.1438,18.868406,157.56627,8.4404802,0,60.610332,0,6.6861815,0,160.32019,0,139.12669,50.939999,0.46827638,5.4594316,3.2250707,8.491641,337.41013,419.73843,15.103616,0,0,0,239.68605,49.581036,28.670536,307.82498,963,29,108
O=C(N(C)c1ccccc1)COc1sc2c(n1)cccc2,44.1991,0,0,1,2,2,0,15,0,35,0,2,21,15,58.221935,1.6634839,0,0,16,0,0,14,0,2,2,0,1,1.4025038,-2.4219601,-0.59826761,0.61855268,2.3995576,-2.5644948,-0.49696365,0.74432015,2.3859379,-2.1079631,-0.40823701,0.82087195,2.6960919,23.758898,5,0.2173913,16,37,1,23,2,5,0.2173913,20,0,14.656489,12.338928,9.4032593,10.957819,10.237184,7.3548965,4.0915871,5.8745747,0,0,0.76653016,12,0,-0.82831526,-0.40481612,0.06284219,2.3436728,-1.0028499,-0.33491045,0.15175328,2.4547789,-0.47030133,-0.18729161,0.18408549,2.655458,4.8334794,5.5816178,5.5816178,4.0118141,4.0120616,-4.9790764,0,9.1114511,8.4705448,0.00069747749,14,10.156167,1.0057832,0.00041595654,15.879017,7.5130072,4.0500002,11.963997,5.5740662,2.9693062,3.1756244,4,0,1,0,3.467,-4.6125498,8.5720549,0,1,16,1,3,4,0,3.385,-3.385,1.6704416,-1.6704416,0.15197828,0.19592158,42.734398,53.618797,29.876886,0,19.760618,12.949531,0,40.949314,73.529427,0,0,5.6825762,13.566921,2.503756,0.81548601,0.4615339,0.073696814,0.18451399,0.5384661,0.11081716,240.70882,136.23199,21.753254,54.463402,158.94023,32.710148,0.5,1,3.385,-3.385,0.16809453,0.16838996,0.80916929,0.51430315,0.073696814,0.19083072,0.48569682,0.11713391,238.8443,151.80801,21.753254,56.327927,143.36421,34.574677,6,0,3,0.16809453,0.16838996,0.47619048,3.3381,14.124202,22.044313,23.862217,20.926258,0,32.897186,0,161.67859,0,37.021862,8.4967003,23.862217,27.785418,3.1243138,2.987427,5.6466751,158.78867,26.185041,64.174873,42.43,0.48250595,5.523562,3.3949676,8.4538479,295.17221,389.24237,19.249496,0,0,0,235.5787,30.37888,19.249496,298.366,1043,29,108
O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](N)C[C@H](O)[C@@H](CN)O2)[C@@H](N)C[C@H]1N)[C@@H]1[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O1,69.069344,0,0,3,5,14,0,0,0,69,10,24,32,16,113.54079,1.6455188,0,0,18,0,0,37,0,5,9,0,0,1.6991706,-2.820209,-0.55846739,0.64639002,2.8439999,-3.0209367,-0.59815866,0.58976078,2.6831062,-2.594214,-0.45437485,0.73399627,3.0567052,44.81266,6,0.17647059,0,71,0,34,4,6,0.17647059,71,0,23.739758,17.667143,10.911331,10.911331,15.081825,10.759047,5.7828231,5.7828231,14,0,0.81942505,14,0,-0.83203965,-0.38522077,0.091629259,3.0943611,-1.3699745,-0.46418536,0.072255127,2.9703887,-0.52500671,-0.24140157,0.16223806,3.2938571,21.548132,21.704659,8.9048424,-10.482202,-5.3435564,1.443296,0,0,11.119811,4.15588,14,4.9982419,7.7794509,7.0545931,26.602076,11.16,5.6444635,26.602076,11.16,5.6444635,9.2774744,14,15,0,2,-6.4120002,1.78328,10.730595,0,1,18,0,3,12,5,10.91,-10.91,4.9531808,-4.9531808,0.042410288,0.079215087,53.607334,90.768478,115.61971,22.309816,51.620865,0,0,17.402626,0,0,0,0,0,82.108322,0.69146812,0.22958565,0.18943536,0.30853191,0.77041435,0.11909654,299.70795,99.510948,82.108322,133.72919,333.92618,51.620865,0.5,1,10.91,-10.91,0.043996334,0.090742439,0.44114357,0.22958565,0.18943536,0.55885643,0.77041435,0.36942106,191.20801,99.510948,82.108322,242.22913,333.92618,160.1208,7,1,3,0.043996334,0.090742439,0.34375,-6.2958002,291.41208,0,128.72963,39.365837,0,0,0,0,37.736813,0,10.8371,43.99955,126.92613,0,84.730072,164.48593,37.736813,39.365837,0,268.17001,0.35236704,6.0874629,3.6185081,9.723424,433.43713,570.54639,10.015024,0,0,0,168.44133,29.416998,166.56207,467.51999,2932,59,168
O=C1O[C@@H](C)CCCC(=O)CCC/C=C/c2c1c(O)cc(O)c2,50.359447,0,0,3,4,4,0,6,0,45,2,6,23,16,62.357605,1.3857245,0,0,18,0,0,22,0,0,5,0,0,2.0231459,-2.6375334,-0.61425245,0.54828614,2.6358063,-2.587996,-0.53348577,0.58321059,2.7136719,-2.4021518,-0.399674,0.70938659,2.8760226,27.882553,0,0,6,46,3,24,3,0,0,37,0,16.819626,13.248564,11.129392,12.112519,10.969234,7.9229507,6.6276627,7.8433366,1,0,0.73647809,10,0,-0.78156644,-0.45430943,0.057280567,2.6793699,-0.8337425,-0.31737429,0.081568331,2.7796507,-0.52977091,-0.22526187,0.21428464,2.9264958,5.6645284,10.2678,6.1458344,2.8386929,2.76636,-3.5999229,0,6.2067733,8.7240009,-0.52705342,6.9555449,14,2.6329794,0.44512346,19.326389,9.4746094,6.094183,15.372139,7.4522691,4.7528701,4.9807529,5,2,1,0,3.372,-2.8940101,8.6939154,0,1,19,1,1,11,1,4.3410001,-4.3400002,1.9423023,-1.9423023,0.15297864,0.1852085,81.383415,45.357437,8.458519,0,20.648346,14.708499,0,80.271278,24.509808,0,0,0,27.133842,18.038837,0.74874568,0.46785989,0.14094001,0.25125435,0.53214014,0.11031433,239.98045,149.95377,45.17268,80.529526,170.55621,35.356846,0.30000001,0.42857143,4.3410001,-4.3400002,0.14604929,0.13133641,0.62562597,0.51526588,0.23766892,0.37437406,0.48473415,0.13670515,200.51936,165.14786,76.175262,119.99062,155.36214,43.815365,7,1,2,0.14604929,0.13133641,0,3.5796001,50.770454,13.433075,41.330753,0,30.233366,0,0,52.929554,130.85362,43.81287,8.6392097,58.724319,50.770454,0,23.326654,0,166.13998,31.07626,33.326015,83.830002,0.43892586,5.5849624,3.1269791,8.7930431,320.50998,432.28577,27.133842,0,0,0,217.28603,25.670774,54.267685,318.36899,1150,35,112
