Smiles_from_MOE,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
O=C(N)C=1C(=O)[C@@H](N(C)C)[C@@H]2[C@@H](O)[C@@H]3[C@@](O)(C)c4c(c(O)ccc4)C(O)=C3C(=O)[C@]2(O)C=1O,64.141029,0,0,3,4,10,0,6,0,57,9,19,33,19,93.798813,1.6455932,0,0,22,0,0,24,0,2,9,0,0,1.8789494,-2.7777152,-0.58359087,0.59771776,2.8656681,-2.9095309,-0.57825494,0.55167925,2.7928343,-2.5553837,-0.40439647,0.75154352,3.0815251,30.430967,2,0.055555556,6,60,5,36,4,2,0.055555556,49,0,24.781574,17.974043,13.041451,14.204225,15.200042,10.078624,6.6487174,8.0932055,6,0,0.83188444,11,0,-0.84906715,-0.45655277,0.087209389,3.1568925,-1.370523,-0.42686608,0.058831699,3.1241124,-0.52401429,-0.23596361,0.21062371,3.3915083,12.842884,21.624023,5.1702309,-0.41989943,-0.31847468,-2.7301905,0,8.462985,11.549415,-0.9073987,6.2575898,8.900094,2.7919121,10.410398,26.074074,8.542222,3.4026465,20.749388,6.7463961,2.6725004,4.2419271,11,8,0,2,-1.457,-2.1870999,11.053977,0,1,21,0,4,2,3,8.0459995,-8.0450001,3.9411058,-3.9411058,0.064759962,0.099113747,51.336327,46.294857,10.667059,25.696545,70.403557,12.949531,0,79.688499,24.509808,0,0,0,40.700764,53.256359,0.573264,0.47690457,0.22612846,0.42673597,0.52309543,0.20060752,238.1931,198.15543,93.957123,177.31021,217.34787,83.353088,0.45454547,0.83333331,8.0459995,-8.0450001,0.076559782,0.10068365,0.45872778,0.39071918,0.27124888,0.54127222,0.60928082,0.27002335,190.60291,162.34511,112.7048,224.90039,253.15819,112.19559,6,0,4,0.076559782,0.10068365,0.15151516,-1.0887001,134.4381,19.75832,82.03727,50.770454,15.192742,77.408951,0,58.172981,0,38.569443,11.16182,71.586647,104.66522,59.592045,33.679775,38.140617,52.929554,16.634007,99.120392,201.85001,0.3512581,6.1699252,3.1709101,9.8665142,415.5033,553.48914,13.566921,0,0,17.742489,198.41772,29.86657,139.84477,460.439,2494,80,192
Clc1c2c(c(O)c(C(=O)N[C@H](C(=O)O)Cc3ccccc3)c1)C(=O)O[C@H](C)C2,55.294273,0,0,3,5,5,0,12,0,46,4,9,28,18,77.076866,1.675584,0,0,20,1,0,18,0,1,6,0,0,1.6411527,-2.5486891,-0.59920663,0.63952702,2.5712292,-2.7060564,-0.52063733,0.67781347,2.5684614,-2.3112504,-0.41070083,0.77716887,2.8175871,25.547726,5,0.16666667,12,48,3,30,4,6,0.2,33,0,20.421921,15.694329,11.533015,13.007708,13.273765,8.9826965,6.3776627,8.1766701,2,0,0.82602918,14,0,-0.8094461,-0.46145797,0.079278506,2.6293235,-1.1621412,-0.35664988,0.16445385,2.6633432,-0.51802862,-0.21605732,0.19635443,2.8946297,7.4482837,13.769094,5.9848423,3.000752,3.3095472,-4.9051099,0,9.8614969,10.360826,-1.862107,4.1368484,14,1.5060861,5.1131053,22.68,9.8712816,5.3890305,17.685692,7.6219444,4.131897,4.8142629,7,3,1,0,3.3310001,-4.6213698,10.289261,0,1,17,1,3,5,0,5.6890001,-5.691,2.6323206,-2.6323206,0.11278849,0.1361078,51.780075,51.903614,3.1459606,8.6190128,20.648346,42.366531,0,35.419662,90.856468,0,0,0,40.700764,18.175728,0.66478014,0.50919801,0.16191934,0.33521989,0.49080202,0.17330053,241.72479,185.15262,58.876492,121.89137,178.46353,63.014874,0.5,1,5.6890001,-5.691,0.11583758,0.12827271,0.58086568,0.55705786,0.21347833,0.41913435,0.44294211,0.20565601,211.21214,202.55524,77.624168,152.40402,161.06091,74.779846,7,1,3,0.11583758,0.12827271,0,2.5726399,43.395977,20.749712,45.312721,25.385227,60.466732,37.736813,3.5006065,105.85911,0,77.718086,10.07343,82.58654,25.385227,43.395977,31.936953,0,143.59592,20.749712,72.474655,112.93,0.38983503,5.9068904,3.5127759,9.3300648,363.61615,488.86652,27.133842,0,0,5.6825762,222.42885,44.870285,73.517181,403.81799,2061,47,146
Oc1c(O)ccc(CCN)c1,24.118723,1,1,0,0,3,0,6,0,22,3,6,11,8,34.053749,1.5478976,0,0,8,0,0,11,0,1,2,0,0,2.3101289,-2.4812517,-0.75645959,0.80008495,2.417254,-2.6658361,-0.68841684,0.8201108,2.4668438,-2.2078369,-0.59403539,0.94868475,2.6908786,11.365277,2,0.18181819,6,22,0,11,4,2,0.18181819,16,0,8.2675848,6.118042,4.6462646,5.2675848,5.236382,3.4470491,2.5915873,3.3745749,0,0,0.73136944,7,0,-0.83923024,-0.45616448,0.1784725,2.1893551,-1.3632277,-0.31517491,0.16547732,2.3205357,-0.50854105,-0.25213388,0.28132838,2.461899,3.7666228,6.1374497,1.5345837,-2.2391324,0.69574726,-1.0624622,0,3.4271998,4.2778907,0.97195584,10.078019,5.4594603,1.163388,4.0491524,9.090909,4.1326532,2.5,7.1800485,3.1784728,1.8774369,2.0746899,3,4,1,0,0.66900003,-0.38736999,4.275435,0,1,6,1,1,2,0,2.664,-2.664,1.2172136,-1.2172136,0.17862244,0.29351839,17.061544,12.796158,34.155064,0,20.648346,0,0,48.611984,12.254904,0,0,0,0,22.186199,0.74459797,0.49520606,0.13228576,0.25540203,0.50479394,0.12311626,124.87965,83.053093,22.186199,42.834545,84.66111,20.648346,0.42857143,0.75,2.664,-2.664,0.16891892,0.37162161,0.64181584,0.41654649,0.13228576,0.35818416,0.58345348,0.22589841,107.64163,69.860764,22.186199,60.072571,97.853439,37.886372,4,0,1,0.16891892,0.37162161,0,0.59897,83.667641,0,0,18.439579,3.185575,18.868406,0,52.929554,0,10.486856,4.2529998,0,50.770454,0,13.672431,32.897186,71.797958,18.439579,0,66.480003,0.68403846,4.4594316,2.5117786,6.5841622,167.7142,209.44408,0,0,0,0,102.65907,0,44.876331,153.181,160,13,50
O=C1N([C@@H]2O[C@H](CO)[C@@H](O)C2)C=2NC(N)=NC(=O)C=2N1,35.778309,0,0,2,3,6,0,0,0,33,5,11,20,5,61.920727,1.8763857,0,0,10,0,0,13,0,5,5,0,0,1.7606742,-2.5147371,-0.53820217,0.72827178,2.7615986,-2.6712556,-0.59985179,0.60779428,2.6421335,-2.3141778,-0.43727246,0.86872393,2.9718962,22.003691,2,0.090909094,0,35,4,22,4,2,0.090909094,31,0,14.438793,10.237214,5.6462646,6.0330157,9.5072393,5.9534588,2.0580783,2.2247448,3,0,0.89844072,9,0,-0.828008,-0.47160295,0.17394781,2.6093197,-1.371093,-0.4937906,0.085387059,2.4958601,-0.52685148,-0.23388347,0.25120422,2.837229,10.366875,18.29866,3.9505727,-2.6514835,-2.7371061,-0.31278571,0,5.31006,6.7979989,-0.016272472,8.7378483,9.7712317,1.5870658,1.3800157,14.917356,5.6528926,2.6030245,11.048544,4.1150217,1.8709675,2.2732499,10,6,1,1,-1.702,-1.05966,6.2542162,0,1,15,0,3,3,2,6.289,-6.289,3.0440476,-3.0440476,0.10867575,0.1288967,17.232086,41.183151,25.491432,41.175602,36.329918,0,30.390074,0,0,0,5.6825762,13.566921,13.566921,24.963737,0.52393454,0.23150732,0.20873898,0.47606546,0.7684927,0.2673265,130.76485,57.780155,52.09758,118.81757,191.80226,66.719994,0.44444445,0.80000001,6.289,-6.289,0.12195898,0.13515662,0.28054747,0.2663708,0.23150732,0.7194525,0.73362923,0.48794523,70.019714,66.481468,57.780155,179.5627,183.10095,121.78255,5,0,3,0.12195898,0.13515662,0.60000002,-2.9066,119.68914,15.112146,53.839226,20.926258,0,21.870197,0,0,18.868406,23.862217,6.35324,58.724319,70.680298,36.0215,24.061789,32.897186,18.868406,32.914093,0,149.50999,0.49991596,5.4594316,2.9645371,8.3694916,249.58243,315.26175,35.320175,0,0,29.107641,61.483559,70.211739,91.561661,283.24399,751,33,110
Clc1c(Nc2c(CC(=O)O)cccc2)c(Cl)ccc1,39.038723,0,0,1,2,2,0,12,0,30,3,5,19,15,51.850002,1.7283334,0,0,14,2,0,11,0,1,2,0,0,1.9482917,-2.3474817,-0.58323908,0.62074029,2.3598173,-2.3338251,-0.45008898,0.80778444,2.4678297,-2.0428791,-0.37942654,0.82986158,2.6569932,14.483277,4,0.2,12,31,1,20,2,4,0.2,18,0,13.828063,11.371807,7.7485585,9.1209555,9.075387,6.3400984,4.2784739,5.9494896,0,0,0.84469801,9,0,-0.79436409,-0.43520927,0.074322633,2.3512256,-0.89725846,-0.25574338,0.27499959,2.5247896,-0.45894295,-0.20221165,0.28797534,2.6699986,2.7700076,7.3539758,2.5655806,4.2586379,4.3717618,-4.6680737,0,7.9572916,7.5725613,-0.99455154,4.7386446,14,1.034412,3.1074646,15.39,7.1358023,4.2314048,12.740488,5.8410082,3.4331977,3.9166999,3,2,1,0,4.2309999,-4.5046501,7.7124701,0,1,12,1,2,4,0,3.368,-3.368,1.3993003,-1.3993003,0.18866174,0.23656212,15.230323,54.298058,8.6190128,0,10.324173,14.708499,0,38.973251,108.18351,0,0,0,13.703812,7.7675405,0.82890868,0.62039381,0.078994505,0.17109133,0.37960619,0.092096828,225.30415,168.62811,21.471352,46.504025,103.18007,25.032671,0.44444445,0.80000001,3.368,-3.368,0.19566508,0.19299288,0.79719877,0.62039381,0.078994505,0.20280124,0.37960619,0.12380674,216.68515,168.62811,21.471352,55.123035,103.18007,33.651684,5,0,2,0.19566508,0.19299288,0.78947371,4.3640699,0,25.756214,23.862217,25.385227,3.185575,18.868406,7.0012131,123.50229,0,83.810783,7.7526498,23.862217,0,25.385227,10.186788,23.524246,142.3707,7.7454643,78.297287,49.330002,0.5023343,5.321928,3.001415,8.2169819,271.80817,350.6022,0,0,0,5.6825762,210.27899,14.708499,32.816418,296.15298,706,27,94
O=C(O)[C@@H](C)c1ccc(CC(C)C)cc1,36.486275,0,0,1,2,2,0,6,0,33,2,4,15,12,41.30064,1.2515346,0,0,13,0,0,18,0,0,2,0,0,2.3077445,-2.6159275,-0.54485768,0.50477314,2.5565081,-2.5210288,-0.47702608,0.50369388,2.6573513,-2.3624966,-0.35797486,0.64097345,2.8158619,20.635727,4,0.26666668,6,33,1,15,4,4,0.26666668,26,0,11.422285,9.5266705,8.6712084,9.4222851,7.0029078,5.3203011,4.89257,5.848207,1,0,0.66634852,9,0,-0.79578137,-0.3956525,0.061622169,2.4652193,-0.87404597,-0.2825194,0.073873818,2.574919,-0.53118223,-0.22078934,0.17755085,2.7258718,2.2588234,5.8203135,2.9785259,3.4861012,3.6371894,-3.9117846,0,4.0194883,6.1275845,-0.99355561,4.8119907,14,1.0397005,3.0073783,13.066667,5.915,4.1652894,10.32718,4.5893908,3.1831889,3.1596975,2,1,1,0,3.6140001,-3.6371,6.1857176,0,1,6,1,1,4,0,2.924,-2.924,1.1512718,-1.1512718,0.23173973,0.28735113,55.45002,17.061544,0,0,10.324173,14.708499,0,31.86607,86.514969,0,0,0,13.566921,7.7675405,0.80457228,0.58887154,0.089920275,0.19542773,0.41112849,0.10550746,190.89261,139.7155,21.334461,46.367134,97.544235,25.032671,0.44444445,0.80000001,2.924,-2.924,0.2253762,0.22229822,0.56751966,0.58887154,0.32697284,0.43248031,0.41112849,0.10550746,134.64957,139.7155,77.577492,102.61017,97.544235,25.032671,5,0,1,0.2253762,0.22229822,0.66666669,3.0731699,0,7.7454643,23.862217,25.385227,10.781946,18.868406,4.4107962,70.572739,0,99.978043,6.1034799,23.862217,0,29.796022,10.781946,0,89.441139,7.7454643,99.978043,37.299999,0.56650949,4.9068904,2.9862158,7.4744163,237.25974,309.57523,0,0,0,0,176.10197,14.708499,27.133842,206.28499,404,19,70
P(=O)(OP(=O)(OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(N)c3nc2)O1)O)(OP(=O)(O)O)O,55.084686,0,0,3,5,14,0,9,0,47,10,24,31,5,99.376152,2.1143861,0,0,10,0,0,16,0,5,13,3,0,1.5673071,-2.5245979,-0.70283103,0.76591754,2.7748773,-2.7072172,-0.96686119,0.54625756,2.7425723,-2.3270094,-0.48184383,0.88345122,2.9678984,55.749313,8,0.24242425,10,49,0,33,10,8,0.24242425,39,0,23.189871,17.603355,5.6712084,6.1627722,14.190889,12.440603,1.9082483,2.0749149,6,2,1.0753479,15,0,-0.80455536,-0.44861552,0.17736539,2.681987,-1.334729,-0.64947665,0.0021866008,2.6614034,-0.52578968,-0.24491742,0.2744883,2.9079931,19.606104,27.949232,6.1584806,-4.068089,-3.5922687,-1.2360197,3.9715507,4.8968182,10.883493,-3.997762,-4.6857338,14,1.0177813,50.571663,25.619835,9.3306217,6.3208814,25.956739,9.4575243,6.4089293,7.9189196,18,8,0,3,-4.9699402,-0.32541999,10.091836,1,1,15,0,3,9,4,11.394,-11.391,4.4804883,-4.4804883,0.10425922,0.086256094,8.5307722,32.012836,100.84755,61.883194,20.648346,0,56.139206,0,13.656375,0,47.187408,17.047728,51.036114,18.038837,0.61850256,0.34416088,0.20167907,0.38149744,0.65583909,0.17981838,264.11813,146.96646,86.122681,162.91023,280.06192,76.787552,0.46666667,0.875,11.394,-11.391,0.13287695,0.079009742,0.22531678,0.34416088,0.34416088,0.77468324,0.65583909,0.43052232,96.21666,146.96646,146.96646,330.81171,280.06192,183.84525,8,1,3,0.13287695,0.079009742,0.48387095,-4.7441001,236.19681,52.25568,43.01421,20.926258,0,0,0,37.430504,6.0398216,52.412441,9.3527203,90.909561,188.25401,0,25.44577,6.187367,66.468246,20.926258,50.084522,279.13,0.36097246,6.044394,3.7354364,9.6015596,427.02838,471.64456,24.217457,0,0,17.742489,54.133583,154.70728,179.19774,507.18201,2891,48,170
O([C@@H]([C@@H](OC(=O)C[C@H](C(=O)O)CC(=O)O)C[C@H](C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@@H](N)C)C)[C@@H](CCCC)C)C(=O)C[C@H](C(=O)O)CC(=O)O,112.31078,0,0,3,5,14,0,0,0,109,12,26,50,28,159.07906,1.4594408,0,0,34,0,0,59,0,1,15,0,0,5.9180956,-2.7779775,-0.51279193,0.52900523,2.7707634,-2.8213866,-0.49077076,0.47728536,2.8095825,-2.5442305,-0.36230123,0.63595784,2.9992752,73.419212,29,0.59183675,0,108,6,49,21,31,0.63265306,102,0,38.551311,29.64683,22.672998,23.137098,23.261942,17.344704,13.237949,13.546045,10,0,0.76206696,21,0,-0.8319329,-0.41696617,0.096269235,3.1781838,-1.3635474,-0.33345345,0.037810471,3.2020898,-0.53822511,-0.23035783,0.15609342,3.3815539,19.486301,30.810463,14.911367,-0.86640042,1.9726578,-4.2286248,0,5.7280469,18.402454,-2.9844031,4.3691072,10.117879,1.1657301,16.470413,50,27.5625,24.122967,44.72382,24.596087,21.4918,22.000618,16,9,0,3,2.4437399,-3.2476201,18.133984,0,1,0,0,0,29,4,13.064,-13.064,5.6771054,-5.6771054,0.046445884,0.069010027,238.59489,45.851574,17.238026,0,72.269211,88.250992,0,62.254242,91.048286,0,0,0,81.401527,66.03141,0.59636003,0.39417961,0.19324312,0.40363997,0.60582036,0.21039684,454.98703,300.73547,147.43294,307.95316,462.20471,160.5202,0.47619048,0.90909094,13.064,-13.064,0.05044397,0.075780772,0.47547409,0.45120451,0.29153484,0.52452588,0.54879552,0.23299105,362.7583,344.24203,222.42365,400.18188,418.69812,177.75822,11,0,0,0.05044397,0.075780772,0.039999999,2.5641999,109.05286,46.472786,201.49829,101.54091,17.643185,0,0,0,264.15768,133.30406,17.7593,165.17308,76.155678,119.18409,36.325214,32.897186,264.15768,46.472786,133.30406,288.51001,0.23861212,6.6147099,4.2212481,11.032673,762.94019,947.21069,27.133842,0,0,0,396.77902,93.258507,194.11246,721.83801,11054,67,226
Clc1ncc(CN(/C(=N/C#N)/C)C)cc1,31.514723,1,0,0,1,3,0,6,0,26,0,3,15,8,42.938404,1.6514771,0,0,10,1,0,11,0,4,0,0,0,2.2367997,-2.5230587,-0.44768474,0.42030773,2.4248786,-2.5356126,-0.28984383,0.38807261,2.4750361,-2.2136514,-0.19877684,0.66977978,2.7262406,17.725277,3,0.2,6,26,1,15,4,4,0.26666668,18,1,11.259149,9.3619051,6.4391575,7.2675848,7.130229,4.7595329,2.0529122,2.7103434,0,0,0.77791268,10,0,-0.86635929,-0.37756693,0.0019750826,2.2521932,-0.93075222,-0.2539708,0.027151383,2.3311136,-0.49697289,-0.13109972,0.22813231,2.534642,6.7882738,4.6408114,4.6408114,2.1709194,2.1709709,-3.1425424,0,5.5607042,6.0038619,0.00012356235,14,10.90806,1.0012362,7.3668059e-005,13.066667,6.5540166,4.5714288,9.7888489,4.7988424,3.284754,3.1316764,4,0,1,0,1.434,-1.74789,6.0513,0,1,7,1,1,4,0,3.3210001,-3.3210001,1.085394,-1.085394,0.19046144,0.32943693,78.769249,21.326929,20.201321,0,24.790518,0,0,33.211121,41.836849,0,23.425066,5.6825762,0,0,0.8777377,0.41788676,0.022799283,0.12226228,0.58211321,0.099462993,218.77054,104.15562,5.6825762,30.473093,145.08801,24.790518,0.5,1,3.3210001,-3.3210001,0.19963866,0.23727793,0.64977318,0.41788676,0.11678389,0.35022682,0.58211321,0.23344293,161.95183,104.15562,29.107641,87.291801,145.08801,58.184162,5,0,1,0.19963866,0.23727793,0.73333335,2.332684,0,22.237764,0,47.232273,3.185575,49.682716,3.0717793,52.500725,0,90.914238,5.9640999,0,67.75473,0,22.430273,0,70.9403,2.3279202,105.37185,52.279999,0.56650949,4.9068904,3.0322433,7.4799452,249.24362,286.25192,29.107641,0,0,0,167.31439,44.991837,29.107641,222.679,412,18,68
O([C@H]1[C@H](O)[C@@H](O[C@@H]2[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O2)[C@H](N)C[C@@H]1N)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CN)O1,68.906548,0,0,3,5,15,0,0,0,69,11,26,33,16,114.25849,1.6559201,0,0,18,0,0,36,0,4,11,0,0,1.7220645,-2.8164589,-0.583884,0.66986543,2.8473139,-3.0204022,-0.65504062,0.56814784,2.6765721,-2.5938046,-0.47891524,0.7605139,3.05601,44.379452,6,0.17142858,0,71,0,35,4,6,0.17142858,71,0,24.610001,17.854464,10.781574,10.781574,15.509345,10.79228,5.6329932,5.6329932,15,0,0.8456738,14,0,-0.83202201,-0.42294931,0.10107008,3.0946326,-1.3699001,-0.51343179,0.054200001,2.9581342,-0.52578557,-0.25342023,0.17036679,3.2896721,21.91515,24.182018,9.4756489,-9.8616238,-5.8141913,1.8764632,0,0,11.148074,3.2949846,14,5.1533222,5.2588015,5.5564656,27.585306,11.372781,5.5555553,27.585306,11.372781,5.5555553,9.5067167,15,15,0,2,-7.2049999,2.08149,10.716331,0,1,18,0,3,12,5,11.12,-11.12,5.3912807,-5.3912807,0.038972273,0.072778009,45.076561,82.078041,118.00139,22.309816,72.269211,0,0,8.701313,0,0,0,0,0,90.992287,0.62846869,0.22687097,0.20706955,0.37153131,0.77312905,0.16446178,276.16711,99.693596,90.992287,163.26149,339.73502,72.269211,0.5,1,11.12,-11.12,0.043165468,0.089028776,0.42078555,0.22687097,0.20706955,0.57921445,0.77312905,0.37214491,184.90521,99.693596,90.992287,254.52341,339.73502,163.53113,7,1,3,0.043165468,0.089028776,0.66666669,-7.2914,309.28534,0,137.68495,39.365837,0,0,0,0,18.868406,0,10.77922,43.99955,177.69658,0,93.685402,131.58875,18.868406,39.365837,0,282.60999,0.3442024,6.129283,3.6291428,9.8144684,439.42862,572.91949,10.015024,0,0,0,162.85033,29.416998,175.95343,484.50299,3160,63,174
O=C(O)[C@@H](N)Cc1c2c([nH]c1)cccc2,31.165516,0,0,1,1,3,0,9,0,27,4,7,15,10,43.308666,1.6040246,0,0,11,0,0,12,0,2,2,0,0,1.8900248,-2.4667499,-0.60193437,0.66452003,2.5096464,-2.7308226,-0.5129841,0.73812342,2.4489257,-2.2209687,-0.46400055,0.80911434,2.75805,14.076484,3,0.1875,10,28,1,16,4,3,0.1875,17,0,10.836499,8.1040201,6.1712084,7.1293921,7.1815405,4.7162418,3.4165022,4.5412416,1,0,0.75118005,8,0,-0.86277878,-0.40816158,0.10186657,2.3860931,-1.3634713,-0.36080334,0.1668465,2.4653604,-0.49874529,-0.22825237,0.20926911,2.6797757,4.1465631,9.1503181,2.1611197,-1.7247479,0.96554434,-1.895238,0,5.5728469,5.7515845,-0.0025763861,9.584403,11.68637,1.0190579,5.8606596,11.484375,4.8884296,2.5714285,8.2204742,3.4068823,1.7530622,1.8670791,4,4,1,0,-1.1567301,-1.39701,5.7346578,0,1,10,1,2,3,0,3.444,-3.4449999,1.5054797,-1.5054797,0.18390311,0.23936985,34.18478,28.738277,17.238026,8.6190128,10.324173,14.708499,0,23.164757,36.764713,0,0,0,13.566921,14.555551,0.73667938,0.43619284,0.13931346,0.26332062,0.56380713,0.12400717,148.70956,88.051941,28.122471,53.155144,113.81277,25.032671,0.5,1,3.444,-3.4449999,0.19134727,0.28737301,0.51072592,0.50855452,0.22159147,0.48927408,0.49144551,0.26768261,103.09754,102.6592,44.731495,98.767166,99.205505,54.035671,4,0,2,0.19134727,0.28737301,0.46666667,1.12227,32.897186,7.7454643,44.629715,25.385227,3.185575,18.868406,0,92.504196,0,0,5.7613902,23.862217,0,42.170757,7.1675434,37.614288,106.6555,7.7454643,0,79.110001,0.59002918,5,2.801687,7.5043349,201.8647,271.87756,0,0,0,5.6825762,117.15816,14.708499,50.558907,204.22899,369,20,76
Oc1ccc(C(C)(C)c2ccc(O)cc2)cc1,38.672688,0,0,1,1,2,0,12,0,33,2,4,17,15,41.861649,1.2685348,0,0,15,0,0,16,0,0,2,0,0,1.9409156,-2.5776932,-0.64294499,0.70298916,2.5414553,-2.4888227,-0.53807992,0.80591482,2.641022,-2.3062835,-0.49986199,0.85431087,2.8212683,17.491312,2,0.11111111,12,34,0,18,4,2,0.11111111,22,0,12.466255,10.013229,9.1188021,10.466255,7.9980373,5.5899482,5.1427345,6.8433366,0,0,0.68314642,10,0,-0.77831525,-0.38549346,0.082556978,2.538903,-0.76182735,-0.27527395,0.16445385,2.6863546,-0.51198697,-0.21605732,0.19305076,2.8211794,1.7342426,6.5308399,2.9331169,3.9224694,3.9220378,-3.5835953,0,6.5041122,6.860476,-0.0056838961,9.2440739,14,1.0356953,0.0033935348,13.432098,5.3254437,3.0625,9.936574,3.8585048,2.1822677,2.2553129,2,2,1,0,4.7140002,-3.8078001,6.8587546,0,1,12,1,2,2,0,3.0320001,-3.0320001,1.2455209,-1.2455209,0.17447582,0.28890109,25.592316,51.040127,0,0,20.648346,0,0,53.436695,86.514969,0,0,0,0,15.535081,0.85685098,0.61513734,0.061459951,0.14314902,0.38486266,0.081689075,216.58411,155.48674,15.535081,36.183426,97.280785,20.648346,0.5,1,3.0320001,-3.0320001,0.14841689,0.17546174,0.70851171,0.61513734,0.20979923,0.29148832,0.38486266,0.081689075,179.08876,155.48674,53.030437,73.67878,97.280785,20.648346,5,0,2,0.14841689,0.17546174,1,3.4237001,50.770454,0,0,0,6.37115,0,0,141.14548,0,77.138885,6.8341599,0,50.770454,0,16.858006,0,141.14548,0,66.652031,40.459999,0.54234898,5.1699252,2.9636931,7.8678007,252.76753,334.17578,0,0,0,0,206.61897,0,27.133842,228.291,516,26,88
